Word=U.K. I
Word=economist I
Word=at O
Word=Nomura I
Word=Research I
Word=Institute I
Word=. O

Word=`` O
Word=If O
Word=there I
Word=is O
Word=another I
Word=bad I
Word=trade I
Word=number I
Word=, O
Word=there I
Word=could O
Word=be O
Word=an I
Word=awful I
Word=lot I
Word=of O
Word=pressure I
Word=, O
Word='' O
Word=noted O
Word=Simon I
Word=Briscoe I
Word=, O
Word=U.K. I
Word=economist I
Word=for O
Word=Midland I
Word=Montagu I
Word=, O
Word=a I
Word=unit I
Word=of O
Word=Midland I
Word=Bank I
Word=PLC I
Word=. O

Word=Forecasts I
Word=for O
Word=the I
Word=trade I
Word=figures I
Word=range O
Word=widely O
Word=, O
Word=but O
Word=few I
Word=economists I
Word=expect O
Word=the I
Word=data I
Word=to O
Word=show O
Word=a I
Word=very I
Word=marked I
Word=improvement I
Word=from O
Word=the I
Word=# I
Word=2 I
Word=billion I
Word=-LRB- I
Word=$ I
Word=3.2 I
Word=billion I
Word=-RRB- I
Word=deficit I
Word=in O
Word=the I
Word=current I
Word=account I
Word=reported O
Word=for O
Word=August I
Word=. O

Word=The I
Word=August I
Word=deficit I
Word=and O
Word=the I
Word=# I
Word=2.2 I
Word=billion I
Word=gap I
Word=registered O
Word=in O
Word=July I
Word=are O
Word=topped O
Word=only O
Word=by O
Word=the I
Word=# I
Word=2.3 I
Word=billion I
Word=deficit I
Word=of O
Word=October I
Word=1988 I
Word=. O

Word=Sanjay I
Word=Joshi I
Word=, O
Word=European I
Word=economist I
Word=at O
Word=Baring I
Word=Brothers I
Word=& I
Word=Co. I
Word=, O
Word=said O
Word=there I
Word=is O
Word=no I
Word=sign I
Word=that O
Word=Britain I
Word='s B
Word=manufacturing I
Word=industry I
Word=is O
Word=transforming O
Word=itself I
Word=to O
Word=boost O
Word=exports I
Word=. O

Word=At O
Word=the I
Word=same I
Word=time I
Word=, O
Word=he I
Word=remains O
Word=fairly O
Word=pessimistic O
Word=about O
Word=the I
Word=outlook I
Word=for O
Word=imports I
Word=, O
Word=given O
Word=continued I
Word=high I
Word=consumer I
Word=and I
Word=capital I
Word=goods I
Word=inflows I
Word=. O

Word=He I
Word=reckons O
Word=the I
Word=current I
Word=account I
Word=deficit I
Word=will O
Word=narrow O
Word=to O
Word=only I
Word=# I
Word=1.8 I
Word=billion I
Word=in O
Word=September I
Word=. O

Word=However O
Word=, O
Word=Mr. I
Word=Dillow I
Word=said O
Word=he I
Word=believes O
Word=that O
Word=a I
Word=reduction I
Word=in O
Word=raw I
Word=material I
Word=stockbuilding I
Word=by O
Word=industry I
Word=could O
Word=lead O
Word=to O
Word=a I
Word=sharp I
Word=drop I
Word=in O
Word=imports I
Word=. O

Word=Combined O
Word=with O
Word=at I
Word=least I
Word=some I
Word=rebound I
Word=in O
Word=exports I
Word=after O
Word=August I
Word='s B
Word=unexpected I
Word=decline I
Word=, O
Word=the I
Word=deficit I
Word=could O
Word=narrow O
Word=to O
Word=as I
Word=little I
Word=as I
Word=# I
Word=1.3 I
Word=billion I
Word=. O

Word=Mr. I
Word=Briscoe I
Word=, O
Word=who I
Word=also O
Word=forecasts O
Word=a I
Word=# I
Word=1.3 I
Word=billion I
Word=current I
Word=account I
Word=gap I
Word=, O
Word=warns O
Word=that O
Word=even O
Word=if O
Word=the I
Word=trade I
Word=figures I
Word=are O
Word=bullish O
Word=for O
Word=sterling I
Word=, O
Word=the I
Word=currency I
Word=wo O
Word=n't O
Word=advance O
Word=much I
Word=because O
Word=investors I
Word=will O
Word=want O
Word=to O
Word=see O
Word=further I
Word=evidence I
Word=of O
Word=the I
Word=turnaround I
Word=before O
Word=adjusting O
Word=positions I
Word=. O

Word=Nevertheless O
Word=, O
Word=he I
Word=noted O
Word=, O
Word=`` O
Word=No I
Word=one I
Word=will O
Word=want O
Word=to O
Word=go O
Word=into O
Word=the I
Word=trade I
Word=figures I
Word=without O
Word=a I
Word=flat I
Word=position I
Word='' O
Word=in O
Word=the I
Word=pound I
Word=. O

Word=Meanwhile O
Word=, O
Word=overall I
Word=evidence I
Word=on O
Word=the I
Word=economy I
Word=remains O
Word=fairly O
Word=clouded O
Word=. O

Word=In O
Word=his I
Word=Mansion I
Word=House I
Word=speech I
Word=, O
Word=Mr. I
Word=Lawson I
Word=warned O
Word=that O
Word=a I
Word=further I
Word=slowdown I
Word=can O
Word=be O
Word=expected O
Word=as O
Word=the I
Word=impact I
Word=of O
Word=the I
Word=last I
Word=rise I
Word=in O
Word=interest I
Word=rates I
Word=earlier B
Word=this I
Word=month I
Word=takes O
Word=effect I
Word=. O

Word=U.K. I
Word=base I
Word=rates I
Word=are O
Word=at O
Word=their I
Word=highest I
Word=level I
Word=in O
Word=eight I
Word=years I
Word=. O

Word=But O
Word=consumer I
Word=expenditure I
Word=data I
Word=released O
Word=Friday I
Word=do O
Word=n't O
Word=suggest O
Word=that O
Word=the I
Word=U.K. I
Word=economy I
Word=is O
Word=slowing O
Word=that O
Word=quickly O
Word=. O

Word=The I
Word=figures I
Word=show O
Word=that O
Word=spending I
Word=rose O
Word=0.1 I
Word=% I
Word=in O
Word=the I
Word=third I
Word=quarter I
Word=from O
Word=the I
Word=second I
Word=quarter I
Word=and O
Word=was O
Word=up O
Word=3.8 I
Word=% I
Word=from O
Word=a I
Word=year I
Word=ago O
Word=. O

Word=This I
Word=compares O
Word=with O
Word=a I
Word=1.6 I
Word=% I
Word=rise I
Word=in O
Word=the I
Word=second I
Word=from O
Word=the I
Word=first I
Word=quarter I
Word=and O
Word=a I
Word=5.4 I
Word=% I
Word=increase I
Word=from O
Word=the I
Word=second I
Word=quarter I
Word=of O
Word=1988 I
Word=. O

Word=Mr. I
Word=Dillow I
Word=said O
Word=the I
Word=data I
Word=show O
Word=the I
Word=economy I
Word=`` O
Word=is O
Word=still O
Word=quite O
Word=strong O
Word=, O
Word='' O
Word=but O
Word=suggestions I
Word=that O
Word=much I
Word=of O
Word=the I
Word=spending I
Word=went O
Word=on O
Word=services I
Word=rather O
Word=than O
Word=consumer I
Word=goods I
Word=should O
Word=reduce O
Word=fears I
Word=of O
Word=more I
Word=import I
Word=rises I
Word=. O

Word=Certainly O
Word=, O
Word=the I
Word=chancellor I
Word=has O
Word=made O
Word=it I
Word=clear O
Word=that O
Word=he I
Word=is O
Word=prepared O
Word=to O
Word=increase O
Word=interest I
Word=rates I
Word=again O
Word=if O
Word=necessary O
Word=to O
Word=both O
Word=ensure O
Word=that O
Word=a I
Word=substantial I
Word=slowdown I
Word=does O
Word=take O
Word=place I
Word=and O
Word=that O
Word=sterling I
Word=does O
Word=n't O
Word=decline O
Word=further O
Word=. O

Word=Thursday I
Word=, O
Word=he I
Word=reminded O
Word=his I
Word=audience I
Word=that O
Word=the I
Word=government I
Word=`` O
Word=can O
Word=not O
Word=allow O
Word=the I
Word=necessary I
Word=rigor I
Word=of O
Word=monetary I
Word=policy I
Word=to O
Word=be O
Word=undermined O
Word=by O
Word=exchange I
Word=rate I
Word=weakness I
Word=. O
Word='' O

Word=Analysts I
Word=agree O
Word=there I
Word=is O
Word=little I
Word=holding O
Word=sterling I
Word=firm O
Word=at O
Word=the I
Word=moment I
Word=other O
Word=than O
Word=Mr. I
Word=Lawson I
Word='s B
Word=promise I
Word=that O
Word=rates I
Word=will O
Word=be O
Word=pushed O
Word=higher O
Word=if O
Word=necessary O
Word=. O

Word=And O
Word=, O
Word=they I
Word=warn O
Word=, O
Word=any I
Word=further I
Word=drop I
Word=in O
Word=the I
Word=government I
Word='s B
Word=popularity I
Word=could O
Word=swiftly O
Word=make O
Word=this I
Word=promise I
Word=sound O
Word=hollow O
Word=. O

Word=Sterling I
Word=was O
Word=already O
Word=showing O
Word=some I
Word=signs I
Word=of O
Word=a I
Word=lack I
Word=of O
Word=confidence I
Word=in O
Word=Mr. I
Word=Lawson I
Word='s B
Word=promise I
Word=Friday B
Word=. O

Word=In O
Word=European I
Word=trading I
Word=it B
Word=declined O
Word=to O
Word=$ I
Word=1.5890 I
Word=and O
Word=2.9495 I
Word=marks I
Word=from O
Word=$ I
Word=1.5940 I
Word=and O
Word=2.9429 I
Word=marks I
Word=late B
Word=Thursday I
Word=. O

Word=Economists I
Word=suggested O
Word=that O
Word=if O
Word=the I
Word=pound I
Word=falls O
Word=much I
Word=below O
Word=2.90 I
Word=marks I
Word=, O
Word=the I
Word=government I
Word=will O
Word=be O
Word=forced O
Word=to O
Word=increase O
Word=rates I
Word=to O
Word=16 I
Word=% I
Word=, O
Word=both O
Word=to O
Word=halt O
Word=any I
Word=further I
Word=decline I
Word=and O
Word=ensure O
Word=that O
Word=the I
Word=balance I
Word=of O
Word=monetary I
Word=policy I
Word=remains O
Word=unchanged O
Word=. O

Word=Friday I
Word='s B
Word=Market I
Word=Activity I

Word=The I
Word=dollar I
Word=posted O
Word=gains I
Word=in O
Word=quiet I
Word=trading I
Word=as O
Word=concerns I
Word=about O
Word=equities I
Word=abated O
Word=. O

Word=Foreign I
Word=exchange I
Word=dealers I
Word=said O
Word=that O
Word=the I
Word=currency I
Word=market I
Word=has O
Word=begun O
Word=to O
Word=distance O
Word=itself I
Word=from O
Word=the I
Word=volatile I
Word=stock I
Word=exchange I
Word=, O
Word=which I
Word=has O
Word=preoccupied O
Word=the I
Word=market I
Word=since O
Word=Oct. I
Word=13 I
Word=, O
Word=when O
Word=the I
Word=Dow I
Word=Jones I
Word=Industrial I
Word=Average I
Word=plunged O
Word=more I
Word=than I
Word=190 I
Word=points I
Word=. O

Word=Currency I
Word=analysts I
Word=predict O
Word=that O
Word=in O
Word=the I
Word=coming I
Word=week I
Word=the B
Word=foreign I
Word=exchange I
Word=market I
Word=will O
Word=shift O
Word=its I
Word=focus I
Word=back O
Word=to O
Word=economic I
Word=fundamentals I
Word=, O
Word=keeping O
Word=a I
Word=close I
Word=eye I
Word=out O
Word=for O
Word=any I
Word=signs I
Word=of O
Word=monetary I
Word=easing I
Word=by O
Word=U.S. I
Word=Federal I
Word=Reserve I
Word=. O

Word=Late O
Word=in O
Word=the I
Word=New I
Word=York I
Word=trading I
Word=day I
Word=, O
Word=the I
Word=dollar I
Word=was O
Word=quoted O
Word=at O
Word=1.8578 I
Word=marks I
Word=, O
Word=up O
Word=from O
Word=1.8470 I
Word=marks I
Word=late B
Word=Thursday I
Word=in O
Word=New I
Word=York I
Word=. O

Word=The I
Word=U.S. I
Word=currency I
Word=was O
Word=also O
Word=changing O
Word=hands I
Word=at O
Word=142.43 I
Word=yen I
Word=, O
Word=up O
Word=from O
Word=141.70 I
Word=yen I
Word=in O
Word=New I
Word=York I
Word=late B
Word=Thursday I
Word=. O

Word=In O
Word=Tokyo I
Word=on O
Word=Monday I
Word=, O
Word=the I
Word=U.S. I
Word=currency I
Word=opened O
Word=for O
Word=trading I
Word=at O
Word=141.95 I
Word=yen I
Word=, O
Word=up O
Word=from O
Word=Friday I
Word='s B
Word=Tokyo I
Word=close I
Word=of O
Word=141.35 I
Word=yen I
Word=. O

Word=On O
Word=the I
Word=Commodity I
Word=Exchange I
Word=in O
Word=New I
Word=York I
Word=, O
Word=gold I
Word=for O
Word=current I
Word=delivery I
Word=settled O
Word=at O
Word=$ I
Word=367.30 I
Word=an B
Word=ounce I
Word=, O
Word=up O
Word=20 I
Word=cents I
Word=. O

Word=Estimated I
Word=volume I
Word=was O
Word=a I
Word=light I
Word=2.4 I
Word=million I
Word=ounces I
Word=. O

Word=In O
Word=early I
Word=trading I
Word=in O
Word=Hong I
Word=Kong I
Word=Monday B
Word=, O
Word=gold I
Word=was O
Word=quoted O
Word=at O
Word=$ I
Word=366.50 I
Word=an B
Word=ounce I
Word=. O

Word=East I
Word=Rock I
Word=Partners I
Word=Limited I
Word=Partnership I
Word=said O
Word=it I
Word=proposed O
Word=to O
Word=acquire O
Word=A.P. I
Word=Green I
Word=Industries I
Word=Inc. I
Word=for O
Word=$ I
Word=40 I
Word=a B
Word=share I
Word=. O

Word=In O
Word=an I
Word=Oct. I
Word=19 I
Word=letter I
Word=to O
Word=A.P. I
Word=Green I
Word='s B
Word=board I
Word=, O
Word=East I
Word=Rock I
Word=said O
Word=the I
Word=offer I
Word=is O
Word=subject O
Word=to O
Word=the I
Word=signing I
Word=of O
Word=a I
Word=merger I
Word=agreement I
Word=by O
Word=no O
Word=later O
Word=than O
Word=Oct. I
Word=31 I
Word=. O

Word=The I
Word=letter I
Word=, O
Word=attached O
Word=to O
Word=a I
Word=filing I
Word=with O
Word=the I
Word=Securities I
Word=and I
Word=Exchange I
Word=Commission I
Word=, O
Word=said O
Word=the I
Word=approval I
Word=is O
Word=also O
Word=contingent O
Word=upon O
Word=obtaining O
Word=satisfactory I
Word=financing I
Word=. O

Word=An I
Word=A.P. I
Word=Green I
Word=official I
Word=declined O
Word=to O
Word=comment O
Word=on O
Word=the I
Word=filing I
Word=. O

Word=The I
Word=$ I
Word=40-a-share I
Word=proposal I
Word=values O
Word=the I
Word=company I
Word=at O
Word=about I
Word=$ I
Word=106.6 I
Word=million I
Word=. O

Word=A.P. I
Word=Green I
Word=currently O
Word=has O
Word=2,664,098 I
Word=shares I
Word=outstanding O
Word=. O

Word=Its I
Word=stock I
Word=closed O
Word=at O
Word=$ I
Word=38 I
Word=, O
Word=up O
Word=$ I
Word=1.875 I
Word=, O
Word=in O
Word=national I
Word=over-the-counter I
Word=trading I
Word=. O

Word=The I
Word=company I
Word=is O
Word=a I
Word=Mexico I
Word=, I
Word=Mo. I
Word=, I
Word=maker I
Word=of O
Word=refractory I
Word=products I
Word=. O

Word=East I
Word=Rock I
Word=also O
Word=said O
Word=in O
Word=the I
Word=filing I
Word=that O
Word=it I
Word=boosted O
Word=its I
Word=stake I
Word=in O
Word=A.P. I
Word=Green I
Word=to O
Word=8.7 I
Word=% I
Word=. O

Word=It I
Word=now O
Word=holds O
Word=233,000 I
Word=A.P. I
Word=Green I
Word=common I
Word=shares I
Word=, O
Word=including O
Word=30,000 I
Word=shares I
Word=bought O
Word=last I
Word=Thursday I
Word=for O
Word=$ I
Word=35.50 I
Word=to I
Word=$ I
Word=36.50 I
Word=a B
Word=share I
Word=. O

Word=New I
Word=York-based I
Word=John I
Word=Kuhns I
Word=and I
Word=Robert I
Word=MacDonald I
Word=control O
Word=East I
Word=Rock I
Word=Partners I
Word=Inc. I
Word=, O
Word=the I
Word=sole I
Word=general I
Word=partner I
Word=of O
Word=East I
Word=Rock I
Word=Partners I
Word=L.P I
Word=. O

Word=The I
Word=sole I
Word=limited I
Word=partner I
Word=of O
Word=the I
Word=partnership I
Word=is O
Word=Westwood I
Word=Brick I
Word=Lime I
Word=Inc. I
Word=, O
Word=an I
Word=indirect I
Word=subsidiary I
Word=of O
Word=Westwood I
Word=Group I
Word=Inc I
Word=. O

Word=Both O
Word=Westwood I
Word=Brick I
Word=and O
Word=Westwood I
Word=Group I
Word=are O
Word=based O
Word=in O
Word=Boston I
Word=. O

Word=Freight I
Word=rates I
Word=, O
Word=declining O
Word=for O
Word=most I
Word=of O
Word=the I
Word=decade I
Word=because O
Word=of O
Word=competition I
Word=spurred O
Word=by O
Word=deregulation I
Word=, O
Word=are O
Word=bottoming O
Word=out O
Word=, O
Word=turning O
Word=upward O
Word=and O
Word=threatening O
Word=to O
Word=fuel O
Word=inflation I
Word=. O

Word=Trucking I
Word=, I
Word=shipping I
Word=and I
Word=air-freight I
Word=companies I
Word=have O
Word=announced O
Word=rate I
Word=increases I
Word=, O
Word=scheduled O
Word=for O
Word=this I
Word=fall I
Word=or O
Word=early I
Word=next I
Word=year I
Word=, O
Word=reflecting O
Word=higher I
Word=costs I
Word=and O
Word=tightened I
Word=demand I
Word=for O
Word=freight I
Word=transport I
Word=. O

Word=Major I
Word=shippers I
Word=say O
Word=they I
Word=expect O
Word=freight I
Word=rates I
Word=to O
Word=rise O
Word=at O
Word=least O
Word=as O
Word=fast O
Word=as O
Word=inflation I
Word=and O
Word=maybe O
Word=faster O
Word=in O
Word=the I
Word=next I
Word=few I
Word=years I
Word=. O

Word=That I
Word='s O
Word=a I
Word=big I
Word=change I
Word=from O
Word=recent I
Word=years I
Word=when O
Word=freight I
Word=haulage I
Word=was O
Word=a I
Word=bright I
Word=spot I
Word=for O
Word=U.S. I
Word=productivity I
Word=, O
Word=helping O
Word=to O
Word=restrain O
Word=inflation I
Word=and O
Word=make O
Word=U.S. I
Word=industry I
Word=more O
Word=competitive O
Word=abroad O
Word=. O

Word=`` O
Word=Demand I
Word=has O
Word=caught O
Word=up O
Word=with O
Word=the I
Word=supply I
Word=of O
Word=certain I
Word=types I
Word=of O
Word=freight I
Word=transportation I
Word=, O
Word=and O
Word=rates I
Word=are O
Word=starting O
Word=to O
Word=move O
Word=up O
Word='' O
Word=at O
Word=a I
Word=rate I
Word=`` O
Word=close O
Word=to O
Word=or O
Word=slightly O
Word=more O
Word=than O
Word=the I
Word=inflation I
Word=rate I
Word=, O
Word='' O
Word=said O
Word=Clifford I
Word=Sayre I
Word=, O
Word=director I
Word=of O
Word=logistics I
Word=at O
Word=Du I
Word=Pont I
Word=Co I
Word=. O

Word=Shippers I
Word=surveyed O
Word=recently O
Word=by O
Word=Ohio I
Word=State I
Word=University I
Word=said O
Word=they I
Word=expect O
Word=their I
Word=freight-transport I
Word=, I
Word=storage I
Word=and I
Word=distribution I
Word=costs I
Word=to O
Word=rise O
Word=about I
Word=4 I
Word=% I
Word=this B
Word=year I
Word=. O

Word=Only I
Word=10 I
Word=% I
Word=of O
Word=the I
Word=250 I
Word=shippers I
Word=polled O
Word=expected O
Word=their I
Word=freight-transport I
Word=costs I
Word=to O
Word=decrease O
Word=, O
Word=compared O
Word=with O
Word=30 I
Word=% I
Word=who B
Word=had O
Word=looked O
Word=to O
Word=freight I
Word=transport I
Word=to O
Word=reduce O
Word=costs I
Word=in O
Word=past I
Word=years I
Word=. O

Word=`` O
Word=This I
Word=is O
Word=the I
Word=first I
Word=year I
Word=since O
Word=transportation I
Word=deregulation I
Word=in O
Word=1980 I
Word=that O
Word=we I
Word=have O
Word=had O
Word=such I
Word=a I
Word=dramatic I
Word=and I
Word=broad-based I
Word=upturn I
Word=in O
Word=perceived I
Word=transportation I
Word=rates I
Word=, O
Word='' O
Word=said O
Word=Bernard I
Word=LaLonde I
Word=, O
Word=a I
Word=transportation I
Word=logistics I
Word=professor I
Word=at O
Word=Ohio I
Word=State I
Word=in O
Word=Columbus I
Word=. O

Word=The I
Word=deregulation I
Word=of O
Word=railroads I
Word=and I
Word=trucking I
Word=companies I
Word=that B
Word=began O
Word=in O
Word=1980 I
Word=enabled O
Word=shippers I
Word=to O
Word=bargain O
Word=for O
Word=transportation I
Word=. O

Word=Carriers I
Word=could O
Word=use O
Word=their I
Word=equipment I
Word=more O
Word=efficiently O
Word=, O
Word=leading O
Word=to O
Word=overcapacity I
Word=they B
Word=were O
Word=eager O
Word=to O
Word=fill O
Word=. O

Word=Shippers I
Word=cut O
Word=about I
Word=$ I
Word=35 I
Word=billion I
Word=from O
Word=their I
Word=annual I
Word=, I
Word=inter-city I
Word=truck I
Word=and I
Word=rail I
Word=costs I
Word=, O
Word=to O
Word=about I
Word=$ I
Word=150 I
Word=billion I
Word=, O
Word=or O
Word=about I
Word=6.4 I
Word=% I
Word=of O
Word=gross I
Word=national I
Word=product I
Word=, O
Word=down O
Word=from O
Word=8 I
Word=% I
Word=of O
Word=GNP I
Word=in O
Word=1981 I
Word=. O

Word=But O
Word=with O
Word=much I
Word=of O
Word=the I
Word=inefficiency I
Word=squeezed O
Word=out O
Word=of O
Word=the I
Word=freight-transport I
Word=system I
Word=, O
Word=rising I
Word=costs I
Word=are O
Word=likely O
Word=to O
Word=be O
Word=reflected O
Word=directly O
Word=in O
Word=higher I
Word=freight I
Word=rates I
Word=. O

Word=`` O
Word=Shippers I
Word=are O
Word=saying O
Word=` O
Word=the I
Word=party I
Word='s O
Word=over O
Word=, O
Word=' O
Word='' O
Word=said O
Word=Mr. I
Word=LaLonde I
Word=. O

Word=`` O
Word=Shippers I
Word=wo O
Word=n't O
Word=be O
Word=able O
Word=to O
Word=look O
Word=for O
Word=transportation-cost I
Word=savings I
Word=as O
Word=they I
Word=have O
Word=for O
Word=the I
Word=last I
Word=eight I
Word=or I
Word=nine I
Word=years I
Word=. O

Word=Transport I
Word=rates I
Word=wo O
Word=n't O
Word=be O
Word=an I
Word=opportunity I
Word=for O
Word=offsetting O
Word=cost I
Word=increases I
Word=in O
Word=other I
Word=segments I
Word=of O
Word=the I
Word=economy I
Word=. O
Word='' O

Word=Robert I
Word=Delaney I
Word=, O
Word=a I
Word=consultant I
Word=at O
Word=Arthur I
Word=D. I
Word=Little I
Word=Inc. I
Word=, O
Word=Cambridge I
Word=, O
Word=Mass. I
Word=, O
Word=said O
Word=`` O
Word=We I
Word='ve O
Word=gotten O
Word=all I
Word=the I
Word=benefits I
Word=of O
Word=deregulation I
Word=in O
Word=freight-cost I
Word=reductions I
Word=. O

Word=Now O
Word=we I
Word=are O
Word=starting O
Word=to O
Word=see O
Word=real I
Word=freight-rate I
Word=increases I
Word=as O
Word=carriers I
Word=replace O
Word=equipment I
Word=, O
Word=pay O
Word=higher I
Word=fuel I
Word=costs I
Word=and O
Word=pay O
Word=more I
Word=for O
Word=labor I
Word=. O

Word=You I
Word='ll O
Word=see O
Word=carriers I
Word=try O
Word=to O
Word=recoup O
Word=some I
Word=of O
Word=the I
Word=price I
Word=cutting I
Word=that B
Word=occurred O
Word=previously O
Word=. O
Word='' O

Word=Not I
Word=everyone I
Word=believes O
Word=that O
Word=the I
Word=good I
Word=times I
Word=are O
Word=over O
Word=for O
Word=shippers I
Word=. O

Word=`` O
Word=There I
Word='s O
Word=still O
Word=a I
Word=lot I
Word=of O
Word=pressure I
Word=on O
Word=rates I
Word=in O
Word=both I
Word=rail I
Word=and I
Word=truck I
Word=, O
Word='' O
Word=said O
Word=Gerard I
Word=McCullough I
Word=, O
Word=lecturer I
Word=in O
Word=transportation I
Word=at O
Word=Massachusetts I
Word=Institute I
Word=of O
Word=Technology I
Word=. O

Word=Less-than-truckload I
Word=companies I
Word=, O
Word=which I
Word=carry O
Word=the I
Word=freight I
Word=of O
Word=several I
Word=shippers I
Word=in O
Word=each I
Word=truck I
Word=trailer I
Word=, O
Word=discounted O
Word=away O
Word=a I
Word=4.7 I
Word=% I
Word=rate I
Word=increase I
Word=implemented O
Word=last I
Word=April I
Word=. O

Word=The I
Word=carriers I
Word=were O
Word=competing O
Word=fiercely O
Word=for O
Word=market I
Word=share I
Word=. O

Word=Railroad-rate I
Word=increases I
Word=are O
Word=likely O
Word=to O
Word=be O
Word=restrained O
Word=by O
Word=weakening I
Word=rail-traffic I
Word=levels I
Word=and O
Word=keen I
Word=competition I
Word=for O
Word=freight I
Word=from O
Word=trucks I
Word=. O

Word=An I
Word=official I
Word=at O
Word=Consolidated I
Word=Freightways I
Word=Inc. I
Word=, O
Word=a I
Word=Menlo I
Word=Park I
Word=, I
Word=Calif. I
Word=, I
Word=less-than-truckload I
Word=carrier I
Word=, O
Word=said O
Word=rate I
Word=discounting I
Word=in O
Word=that I
Word=industry I
Word=has O
Word=begun O
Word=to O
Word=`` O
Word=stabilize O
Word=. O
Word='' O

Word=Consolidated I
Word=Freightways I
Word=plans O
Word=to O
Word=raise O
Word=its I
Word=rates I
Word=5.3 B
Word=% I
Word=late B
Word=this I
Word=year I
Word=or O
Word=early I
Word=next I
Word=year I
Word=, O
Word=and O
Word=at I
Word=least I
Word=two I
Word=competitors I
Word=have O
Word=announced O
Word=similar I
Word=increases I
Word=. O

Word=Truckers I
Word=are O
Word=`` O
Word=trying O
Word=to O
Word=send O
Word=signals I
Word=that O
Word=they I
Word=need O
Word=to O
Word=stop O
Word=the I
Word=bloodletting I
Word=, O
Word=forget O
Word=about O
Word=market I
Word=share I
Word=and O
Word=go O
Word=for O
Word=higher I
Word=rates I
Word=, O
Word='' O
Word=said O
Word=Michael I
Word=Lloyd I
Word=, O
Word=an I
Word=analyst I
Word=at O
Word=Salomon I
Word=Bros I
Word=. O

Word=And O
Word=`` O
Word=shippers I
Word=are O
Word=getting O
Word=the I
Word=feeling I
Word=that O
Word=they I
Word=have O
Word=played O
Word=one I
Word=trucker I
Word=off O
Word=against O
Word=another I
Word=as B
Word=much I
Word=as O
Word=they I
Word=can O
Word=, O
Word='' O
Word=he I
Word=said O
Word=. O

Word=Air-freight I
Word=carriers I
Word=raised O
Word=their I
Word=rates I
Word=for O
Word=U.S. I
Word=products I
Word=going O
Word=across O
Word=the I
Word=Pacific I
Word=to O
Word=Asia I
Word=by O
Word=about I
Word=20 I
Word=% I
Word=earlier B
Word=this I
Word=month I
Word=. O

Word=And O
Word=Japan I
Word=Air I
Word=Lines I
Word=said O
Word=it I
Word=plans O
Word=to O
Word=boost O
Word=its I
Word=rates I
Word=a B
Word=further I
Word=25 I
Word=% I
Word=over O
Word=the I
Word=next I
Word=two I
Word=years I
Word=. O

Word=Such I
Word=rate I
Word=increases I
Word=`` O
Word=will O
Word=increase O
Word=the I
Word=total I
Word=cost I
Word=of O
Word=U.S. I
Word=products I
Word=and O
Word=slow O
Word=down O
Word=the I
Word=rate I
Word=of O
Word=increase I
Word=of O
Word=U.S. I
Word=exports I
Word=, O
Word='' O
Word=said O
Word=Richard I
Word=Connors I
Word=, O
Word=a I
Word=senior I
Word=vice I
Word=president I
Word=of O
Word=Yusen I
Word=Air I
Word=& I
Word=Sea I
Word=Service I
Word=U.S.A. I
Word=Inc. I
Word=, O
Word=the I
Word=U.S. I
Word=air-freight-forwarding I
