Word=Mansion Pos=NNP I
Word=House Pos=NNP I
Word=speech Pos=NN I
Word=last Pos=JJ B
Word=Thursday Pos=NNP I
Word=. Pos=. O

Word=This Pos=DT I
Word=has Pos=VBZ O
Word=increased Pos=VBN O
Word=the Pos=DT I
Word=risk Pos=NN I
Word=of Pos=IN O
Word=the Pos=DT I
Word=government Pos=NN I
Word=being Pos=VBG O
Word=forced Pos=VBN O
Word=to Pos=TO O
Word=increase Pos=VB O
Word=base Pos=NN I
Word=rates Pos=NNS I
Word=to Pos=TO O
Word=16 Pos=CD I
Word=% Pos=NN I
Word=from Pos=IN O
Word=their Pos=PRP$ I
Word=current Pos=JJ I
Word=15 Pos=CD I
Word=% Pos=NN I
Word=level Pos=NN I
Word=to Pos=TO O
Word=defend Pos=VB O
Word=the Pos=DT I
Word=pound Pos=NN I
Word=, Pos=, O
Word=economists Pos=NNS I
Word=and Pos=CC O
Word=foreign Pos=JJ I
Word=exchange Pos=NN I
Word=market Pos=NN I
Word=analysts Pos=NNS I
Word=say Pos=VBP O
Word=. Pos=. O

Word=`` Pos=`` O
Word=The Pos=DT I
Word=risks Pos=NNS I
Word=for Pos=IN O
Word=sterling Pos=NN I
Word=of Pos=IN O
Word=a Pos=DT I
Word=bad Pos=JJ I
Word=trade Pos=NN I
Word=figure Pos=NN I
Word=are Pos=VBP O
Word=very Pos=RB O
Word=heavily Pos=RB O
Word=on Pos=IN O
Word=the Pos=DT I
Word=down Pos=JJ I
Word=side Pos=NN I
Word=, Pos=, O
Word='' Pos='' O
Word=said Pos=VBD O
Word=Chris Pos=NNP I
Word=Dillow Pos=NNP I
Word=, Pos=, O
Word=senior Pos=JJ I
Word=U.K. Pos=NNP I
Word=economist Pos=NN I
Word=at Pos=IN O
Word=Nomura Pos=NNP I
Word=Research Pos=NNP I
Word=Institute Pos=NNP I
Word=. Pos=. O

Word=`` Pos=`` O
Word=If Pos=IN O
Word=there Pos=EX I
Word=is Pos=VBZ O
Word=another Pos=DT I
Word=bad Pos=JJ I
Word=trade Pos=NN I
Word=number Pos=NN I
Word=, Pos=, O
Word=there Pos=EX I
Word=could Pos=MD O
Word=be Pos=VB O
Word=an Pos=DT I
Word=awful Pos=JJ I
Word=lot Pos=NN I
Word=of Pos=IN O
Word=pressure Pos=NN I
Word=, Pos=, O
Word='' Pos='' O
Word=noted Pos=VBD O
Word=Simon Pos=NNP I
Word=Briscoe Pos=NNP I
Word=, Pos=, O
Word=U.K. Pos=NNP I
Word=economist Pos=NN I
Word=for Pos=IN O
Word=Midland Pos=NNP I
Word=Montagu Pos=NNP I
Word=, Pos=, O
Word=a Pos=DT I
Word=unit Pos=NN I
Word=of Pos=IN O
Word=Midland Pos=NNP I
Word=Bank Pos=NNP I
Word=PLC Pos=NNP I
Word=. Pos=. O

Word=Forecasts Pos=NNS I
Word=for Pos=IN O
Word=the Pos=DT I
Word=trade Pos=NN I
Word=figures Pos=NNS I
Word=range Pos=VBP O
Word=widely Pos=RB O
Word=, Pos=, O
Word=but Pos=CC O
Word=few Pos=JJ I
Word=economists Pos=NNS I
Word=expect Pos=VBP O
Word=the Pos=DT I
Word=data Pos=NNS I
Word=to Pos=TO O
Word=show Pos=VB O
Word=a Pos=DT I
Word=very Pos=RB I
Word=marked Pos=VBN I
Word=improvement Pos=NN I
Word=from Pos=IN O
Word=the Pos=DT I
Word=# Pos=# I
Word=2 Pos=CD I
Word=billion Pos=CD I
Word=-LRB- Pos=( I
Word=$ Pos=$ I
Word=3.2 Pos=CD I
Word=billion Pos=CD I
Word=-RRB- Pos=) I
Word=deficit Pos=NN I
Word=in Pos=IN O
Word=the Pos=DT I
Word=current Pos=JJ I
Word=account Pos=NN I
Word=reported Pos=VBD O
Word=for Pos=IN O
Word=August Pos=NNP I
Word=. Pos=. O

Word=The Pos=DT I
Word=August Pos=NNP I
Word=deficit Pos=NN I
Word=and Pos=CC O
Word=the Pos=DT I
Word=# Pos=# I
Word=2.2 Pos=CD I
Word=billion Pos=CD I
Word=gap Pos=NN I
Word=registered Pos=VBN O
Word=in Pos=IN O
Word=July Pos=NNP I
Word=are Pos=VBP O
Word=topped Pos=VBN O
Word=only Pos=RB O
Word=by Pos=IN O
Word=the Pos=DT I
Word=# Pos=# I
Word=2.3 Pos=CD I
Word=billion Pos=CD I
Word=deficit Pos=NN I
Word=of Pos=IN O
Word=October Pos=NNP I
Word=1988 Pos=CD I
Word=. Pos=. O

Word=Sanjay Pos=NNP I
Word=Joshi Pos=NNP I
Word=, Pos=, O
Word=European Pos=JJ I
Word=economist Pos=NN I
Word=at Pos=IN O
Word=Baring Pos=NNP I
Word=Brothers Pos=NNPS I
Word=& Pos=CC I
Word=Co. Pos=NNP I
Word=, Pos=, O
Word=said Pos=VBD O
Word=there Pos=EX I
Word=is Pos=VBZ O
Word=no Pos=DT I
Word=sign Pos=NN I
Word=that Pos=IN O
Word=Britain Pos=NNP I
Word='s Pos=POS B
Word=manufacturing Pos=NN I
Word=industry Pos=NN I
Word=is Pos=VBZ O
Word=transforming Pos=VBG O
Word=itself Pos=PRP I
Word=to Pos=TO O
Word=boost Pos=VB O
Word=exports Pos=NNS I
Word=. Pos=. O

Word=At Pos=IN O
Word=the Pos=DT I
Word=same Pos=JJ I
Word=time Pos=NN I
Word=, Pos=, O
Word=he Pos=PRP I
Word=remains Pos=VBZ O
Word=fairly Pos=RB O
Word=pessimistic Pos=JJ O
Word=about Pos=IN O
Word=the Pos=DT I
Word=outlook Pos=NN I
Word=for Pos=IN O
Word=imports Pos=NNS I
Word=, Pos=, O
Word=given Pos=VBN O
Word=continued Pos=VBD I
Word=high Pos=JJ I
Word=consumer Pos=NN I
Word=and Pos=CC I
Word=capital Pos=NN I
Word=goods Pos=NNS I
Word=inflows Pos=NNS I
Word=. Pos=. O

Word=He Pos=PRP I
Word=reckons Pos=VBZ O
Word=the Pos=DT I
Word=current Pos=JJ I
Word=account Pos=NN I
Word=deficit Pos=NN I
Word=will Pos=MD O
Word=narrow Pos=VB O
Word=to Pos=TO O
Word=only Pos=RB I
Word=# Pos=# I
Word=1.8 Pos=CD I
Word=billion Pos=CD I
Word=in Pos=IN O
Word=September Pos=NNP I
Word=. Pos=. O

Word=However Pos=RB O
Word=, Pos=, O
Word=Mr. Pos=NNP I
Word=Dillow Pos=NNP I
Word=said Pos=VBD O
Word=he Pos=PRP I
Word=believes Pos=VBZ O
Word=that Pos=IN O
Word=a Pos=DT I
Word=reduction Pos=NN I
Word=in Pos=IN O
Word=raw Pos=JJ I
Word=material Pos=NN I
Word=stockbuilding Pos=VBG I
Word=by Pos=IN O
Word=industry Pos=NN I
Word=could Pos=MD O
Word=lead Pos=VB O
Word=to Pos=TO O
Word=a Pos=DT I
Word=sharp Pos=JJ I
Word=drop Pos=NN I
Word=in Pos=IN O
Word=imports Pos=NNS I
Word=. Pos=. O

Word=Combined Pos=VBN O
Word=with Pos=IN O
Word=at Pos=IN I
Word=least Pos=JJS I
Word=some Pos=DT I
Word=rebound Pos=NN I
Word=in Pos=IN O
Word=exports Pos=NNS I
Word=after Pos=IN O
Word=August Pos=NNP I
Word='s Pos=POS B
Word=unexpected Pos=JJ I
Word=decline Pos=NN I
Word=, Pos=, O
Word=the Pos=DT I
Word=deficit Pos=NN I
Word=could Pos=MD O
Word=narrow Pos=VB O
Word=to Pos=TO O
Word=as Pos=RB I
Word=little Pos=JJ I
Word=as Pos=IN I
Word=# Pos=# I
Word=1.3 Pos=CD I
Word=billion Pos=CD I
Word=. Pos=. O

Word=Mr. Pos=NNP I
Word=Briscoe Pos=NNP I
Word=, Pos=, O
Word=who Pos=WP I
Word=also Pos=RB O
Word=forecasts Pos=VBZ O
Word=a Pos=DT I
Word=# Pos=# I
Word=1.3 Pos=CD I
Word=billion Pos=CD I
Word=current Pos=JJ I
Word=account Pos=NN I
Word=gap Pos=NN I
Word=, Pos=, O
Word=warns Pos=VBZ O
Word=that Pos=IN O
Word=even Pos=RB O
Word=if Pos=IN O
Word=the Pos=DT I
Word=trade Pos=NN I
Word=figures Pos=NNS I
Word=are Pos=VBP O
Word=bullish Pos=JJ O
Word=for Pos=IN O
Word=sterling Pos=NN I
Word=, Pos=, O
Word=the Pos=DT I
Word=currency Pos=NN I
Word=wo Pos=MD O
Word=n't Pos=RB O
Word=advance Pos=VB O
Word=much Pos=JJ I
Word=because Pos=IN O
Word=investors Pos=NNS I
Word=will Pos=MD O
Word=want Pos=VB O
Word=to Pos=TO O
Word=see Pos=VB O
Word=further Pos=JJ I
Word=evidence Pos=NN I
Word=of Pos=IN O
Word=the Pos=DT I
Word=turnaround Pos=NN I
Word=before Pos=IN O
Word=adjusting Pos=VBG O
Word=positions Pos=NNS I
Word=. Pos=. O

Word=Nevertheless Pos=RB O
Word=, Pos=, O
Word=he Pos=PRP I
Word=noted Pos=VBD O
Word=, Pos=, O
Word=`` Pos=`` O
Word=No Pos=DT I
Word=one Pos=PRP I
Word=will Pos=MD O
Word=want Pos=VB O
Word=to Pos=TO O
Word=go Pos=VB O
Word=into Pos=IN O
Word=the Pos=DT I
Word=trade Pos=NN I
Word=figures Pos=NNS I
Word=without Pos=IN O
Word=a Pos=DT I
Word=flat Pos=JJ I
Word=position Pos=NN I
Word='' Pos='' O
Word=in Pos=IN O
Word=the Pos=DT I
Word=pound Pos=NN I
Word=. Pos=. O

Word=Meanwhile Pos=RB O
Word=, Pos=, O
Word=overall Pos=JJ I
Word=evidence Pos=NN I
Word=on Pos=IN O
Word=the Pos=DT I
Word=economy Pos=NN I
Word=remains Pos=VBZ O
Word=fairly Pos=RB O
Word=clouded Pos=VBN O
Word=. Pos=. O

Word=In Pos=IN O
Word=his Pos=PRP$ I
Word=Mansion Pos=NNP I
Word=House Pos=NNP I
Word=speech Pos=NN I
Word=, Pos=, O
Word=Mr. Pos=NNP I
Word=Lawson Pos=NNP I
Word=warned Pos=VBD O
Word=that Pos=IN O
Word=a Pos=DT I
Word=further Pos=JJ I
Word=slowdown Pos=NN I
Word=can Pos=MD O
Word=be Pos=VB O
Word=expected Pos=VBN O
Word=as Pos=IN O
Word=the Pos=DT I
Word=impact Pos=NN I
Word=of Pos=IN O
Word=the Pos=DT I
Word=last Pos=JJ I
Word=rise Pos=NN I
Word=in Pos=IN O
Word=interest Pos=NN I
Word=rates Pos=NNS I
Word=earlier Pos=RBR B
Word=this Pos=DT I
Word=month Pos=NN I
Word=takes Pos=VBZ O
Word=effect Pos=NN I
Word=. Pos=. O

Word=U.K. Pos=JJ I
Word=base Pos=NN I
Word=rates Pos=NNS I
Word=are Pos=VBP O
Word=at Pos=IN O
Word=their Pos=PRP$ I
Word=highest Pos=JJS I
Word=level Pos=NN I
Word=in Pos=IN O
Word=eight Pos=CD I
Word=years Pos=NNS I
Word=. Pos=. O

Word=But Pos=CC O
Word=consumer Pos=NN I
Word=expenditure Pos=NN I
Word=data Pos=NNS I
Word=released Pos=VBD O
Word=Friday Pos=NNP I
Word=do Pos=VBP O
Word=n't Pos=RB O
Word=suggest Pos=VB O
Word=that Pos=IN O
Word=the Pos=DT I
Word=U.K. Pos=NNP I
Word=economy Pos=NN I
Word=is Pos=VBZ O
Word=slowing Pos=VBG O
Word=that Pos=DT O
Word=quickly Pos=RB O
Word=. Pos=. O

Word=The Pos=DT I
Word=figures Pos=NNS I
Word=show Pos=VBP O
Word=that Pos=DT O
Word=spending Pos=NN I
Word=rose Pos=VBD O
Word=0.1 Pos=CD I
Word=% Pos=NN I
Word=in Pos=IN O
Word=the Pos=DT I
Word=third Pos=JJ I
Word=quarter Pos=NN I
Word=from Pos=IN O
Word=the Pos=DT I
Word=second Pos=JJ I
Word=quarter Pos=NN I
Word=and Pos=CC O
Word=was Pos=VBD O
Word=up Pos=IN O
Word=3.8 Pos=CD I
Word=% Pos=NN I
Word=from Pos=IN O
Word=a Pos=DT I
Word=year Pos=NN I
Word=ago Pos=RB O
Word=. Pos=. O

Word=This Pos=DT I
Word=compares Pos=VBZ O
Word=with Pos=IN O
Word=a Pos=DT I
Word=1.6 Pos=CD I
Word=% Pos=NN I
Word=rise Pos=NN I
Word=in Pos=IN O
Word=the Pos=DT I
Word=second Pos=NN I
Word=from Pos=IN O
Word=the Pos=DT I
Word=first Pos=JJ I
Word=quarter Pos=NN I
Word=and Pos=CC O
Word=a Pos=DT I
Word=5.4 Pos=CD I
Word=% Pos=NN I
Word=increase Pos=NN I
Word=from Pos=IN O
Word=the Pos=DT I
Word=second Pos=JJ I
Word=quarter Pos=NN I
Word=of Pos=IN O
Word=1988 Pos=CD I
Word=. Pos=. O

Word=Mr. Pos=NNP I
Word=Dillow Pos=NNP I
Word=said Pos=VBD O
Word=the Pos=DT I
Word=data Pos=NNS I
Word=show Pos=VBP O
Word=the Pos=DT I
Word=economy Pos=NN I
Word=`` Pos=`` O
Word=is Pos=VBZ O
Word=still Pos=RB O
Word=quite Pos=RB O
Word=strong Pos=JJ O
Word=, Pos=, O
Word='' Pos='' O
Word=but Pos=CC O
Word=suggestions Pos=NNS I
Word=that Pos=IN O
Word=much Pos=NN I
Word=of Pos=IN O
Word=the Pos=DT I
Word=spending Pos=NN I
Word=went Pos=VBD O
Word=on Pos=IN O
Word=services Pos=NNS I
Word=rather Pos=RB O
Word=than Pos=IN O
Word=consumer Pos=NN I
Word=goods Pos=NNS I
Word=should Pos=MD O
Word=reduce Pos=VB O
Word=fears Pos=NNS I
Word=of Pos=IN O
Word=more Pos=JJR I
Word=import Pos=NN I
Word=rises Pos=NNS I
Word=. Pos=. O

Word=Certainly Pos=RB O
Word=, Pos=, O
Word=the Pos=DT I
Word=chancellor Pos=NN I
Word=has Pos=VBZ O
Word=made Pos=VBN O
Word=it Pos=PRP I
Word=clear Pos=JJ O
Word=that Pos=IN O
Word=he Pos=PRP I
Word=is Pos=VBZ O
Word=prepared Pos=VBN O
Word=to Pos=TO O
Word=increase Pos=VB O
Word=interest Pos=NN I
Word=rates Pos=NNS I
Word=again Pos=RB O
Word=if Pos=IN O
Word=necessary Pos=JJ O
Word=to Pos=TO O
Word=both Pos=DT O
Word=ensure Pos=VB O
Word=that Pos=IN O
Word=a Pos=DT I
Word=substantial Pos=JJ I
Word=slowdown Pos=NN I
Word=does Pos=VBZ O
Word=take Pos=VB O
Word=place Pos=NN I
Word=and Pos=CC O
Word=that Pos=DT O
Word=sterling Pos=NN I
Word=does Pos=VBZ O
Word=n't Pos=RB O
Word=decline Pos=VB O
Word=further Pos=JJ O
Word=. Pos=. O

Word=Thursday Pos=NNP I
Word=, Pos=, O
Word=he Pos=PRP I
Word=reminded Pos=VBD O
Word=his Pos=PRP$ I
Word=audience Pos=NN I
Word=that Pos=IN O
Word=the Pos=DT I
Word=government Pos=NN I
Word=`` Pos=`` O
Word=can Pos=MD O
Word=not Pos=RB O
Word=allow Pos=VB O
Word=the Pos=DT I
Word=necessary Pos=JJ I
Word=rigor Pos=NN I
Word=of Pos=IN O
Word=monetary Pos=JJ I
Word=policy Pos=NN I
Word=to Pos=TO O
Word=be Pos=VB O
Word=undermined Pos=VBN O
Word=by Pos=IN O
Word=exchange Pos=NN I
Word=rate Pos=NN I
Word=weakness Pos=NN I
Word=. Pos=. O
Word='' Pos='' O

Word=Analysts Pos=NNS I
Word=agree Pos=VBP O
Word=there Pos=EX I
Word=is Pos=VBZ O
Word=little Pos=JJ I
Word=holding Pos=NN O
Word=sterling Pos=NN I
Word=firm Pos=NN O
Word=at Pos=IN O
Word=the Pos=DT I
Word=moment Pos=NN I
Word=other Pos=JJ O
Word=than Pos=IN O
Word=Mr. Pos=NNP I
Word=Lawson Pos=NNP I
Word='s Pos=POS B
Word=promise Pos=NN I
Word=that Pos=IN O
Word=rates Pos=NNS I
Word=will Pos=MD O
Word=be Pos=VB O
Word=pushed Pos=VBN O
Word=higher Pos=JJR O
Word=if Pos=IN O
Word=necessary Pos=JJ O
Word=. Pos=. O

Word=And Pos=CC O
Word=, Pos=, O
Word=they Pos=PRP I
Word=warn Pos=VBP O
Word=, Pos=, O
Word=any Pos=DT I
Word=further Pos=JJ I
Word=drop Pos=NN I
Word=in Pos=IN O
Word=the Pos=DT I
Word=government Pos=NN I
Word='s Pos=POS B
Word=popularity Pos=NN I
Word=could Pos=MD O
Word=swiftly Pos=RB O
Word=make Pos=VB O
Word=this Pos=DT I
Word=promise Pos=NN I
Word=sound Pos=NN O
Word=hollow Pos=JJ O
Word=. Pos=. O

Word=Sterling Pos=NNP I
Word=was Pos=VBD O
Word=already Pos=RB O
Word=showing Pos=VBG O
Word=some Pos=DT I
Word=signs Pos=NNS I
Word=of Pos=IN O
Word=a Pos=DT I
Word=lack Pos=NN I
Word=of Pos=IN O
Word=confidence Pos=NN I
Word=in Pos=IN O
Word=Mr. Pos=NNP I
Word=Lawson Pos=NNP I
Word='s Pos=POS B
Word=promise Pos=NN I
Word=Friday Pos=NNP B
Word=. Pos=. O

Word=In Pos=IN O
Word=European Pos=JJ I
Word=trading Pos=NN I
Word=it Pos=PRP B
Word=declined Pos=VBD O
Word=to Pos=TO O
Word=$ Pos=$ I
Word=1.5890 Pos=CD I
Word=and Pos=CC O
Word=2.9495 Pos=CD I
Word=marks Pos=NNS I
Word=from Pos=IN O
Word=$ Pos=$ I
Word=1.5940 Pos=CD I
Word=and Pos=CC O
Word=2.9429 Pos=CD I
Word=marks Pos=NNS I
Word=late Pos=JJ B
Word=Thursday Pos=NNP I
Word=. Pos=. O

Word=Economists Pos=NNS I
Word=suggested Pos=VBD O
Word=that Pos=IN O
Word=if Pos=IN O
Word=the Pos=DT I
Word=pound Pos=NN I
Word=falls Pos=VBZ O
Word=much Pos=JJ I
Word=below Pos=IN O
Word=2.90 Pos=CD I
Word=marks Pos=NNS I
Word=, Pos=, O
Word=the Pos=DT I
Word=government Pos=NN I
Word=will Pos=MD O
Word=be Pos=VB O
Word=forced Pos=VBN O
Word=to Pos=TO O
Word=increase Pos=VB O
Word=rates Pos=NNS I
Word=to Pos=TO O
Word=16 Pos=CD I
Word=% Pos=NN I
Word=, Pos=, O
Word=both Pos=DT O
Word=to Pos=TO O
Word=halt Pos=VB O
Word=any Pos=DT I
Word=further Pos=JJ I
Word=decline Pos=NN I
Word=and Pos=CC O
Word=ensure Pos=VB O
Word=that Pos=IN O
Word=the Pos=DT I
Word=balance Pos=NN I
Word=of Pos=IN O
Word=monetary Pos=JJ I
Word=policy Pos=NN I
Word=remains Pos=VBZ O
Word=unchanged Pos=JJ O
Word=. Pos=. O

Word=Friday Pos=NNP I
Word='s Pos=POS B
Word=Market Pos=NNP I
Word=Activity Pos=NN I

Word=The Pos=DT I
Word=dollar Pos=NN I
Word=posted Pos=VBD O
Word=gains Pos=NNS I
Word=in Pos=IN O
Word=quiet Pos=JJ I
Word=trading Pos=NN I
Word=as Pos=IN O
Word=concerns Pos=NNS I
Word=about Pos=IN O
Word=equities Pos=NNS I
Word=abated Pos=VBN O
Word=. Pos=. O

Word=Foreign Pos=JJ I
Word=exchange Pos=NN I
Word=dealers Pos=NNS I
Word=said Pos=VBD O
Word=that Pos=IN O
Word=the Pos=DT I
Word=currency Pos=NN I
Word=market Pos=NN I
Word=has Pos=VBZ O
Word=begun Pos=VBN O
Word=to Pos=TO O
Word=distance Pos=VB O
Word=itself Pos=PRP I
Word=from Pos=IN O
Word=the Pos=DT I
Word=volatile Pos=JJ I
Word=stock Pos=NN I
Word=exchange Pos=NN I
Word=, Pos=, O
Word=which Pos=WDT I
Word=has Pos=VBZ O
Word=preoccupied Pos=VBN O
Word=the Pos=DT I
Word=market Pos=NN I
Word=since Pos=IN O
Word=Oct. Pos=NNP I
Word=13 Pos=CD I
Word=, Pos=, O
Word=when Pos=WRB O
Word=the Pos=DT I
Word=Dow Pos=NNP I
Word=Jones Pos=NNP I
Word=Industrial Pos=NNP I
Word=Average Pos=NNP I
Word=plunged Pos=VBD O
Word=more Pos=JJR I
Word=than Pos=IN I
Word=190 Pos=CD I
Word=points Pos=NNS I
Word=. Pos=. O

Word=Currency Pos=NN I
Word=analysts Pos=NNS I
Word=predict Pos=VBP O
Word=that Pos=IN O
Word=in Pos=IN O
Word=the Pos=DT I
Word=coming Pos=VBG I
Word=week Pos=NN I
Word=the Pos=DT B
Word=foreign Pos=JJ I
Word=exchange Pos=NN I
Word=market Pos=NN I
Word=will Pos=MD O
Word=shift Pos=VB O
Word=its Pos=PRP$ I
Word=focus Pos=NN I
Word=back Pos=RB O
Word=to Pos=TO O
Word=economic Pos=JJ I
Word=fundamentals Pos=NNS I
Word=, Pos=, O
Word=keeping Pos=VBG O
Word=a Pos=DT I
Word=close Pos=NN I
Word=eye Pos=NN I
Word=out Pos=IN O
Word=for Pos=IN O
Word=any Pos=DT I
Word=signs Pos=NNS I
Word=of Pos=IN O
Word=monetary Pos=JJ I
Word=easing Pos=NN I
Word=by Pos=IN O
Word=U.S. Pos=NNP I
Word=Federal Pos=NNP I
Word=Reserve Pos=NNP I
Word=. Pos=. O

Word=Late Pos=RB O
Word=in Pos=IN O
Word=the Pos=DT I
Word=New Pos=NNP I
Word=York Pos=NNP I
Word=trading Pos=NN I
Word=day Pos=NN I
Word=, Pos=, O
Word=the Pos=DT I
Word=dollar Pos=NN I
Word=was Pos=VBD O
Word=quoted Pos=VBN O
Word=at Pos=IN O
Word=1.8578 Pos=CD I
Word=marks Pos=NNS I
Word=, Pos=, O
Word=up Pos=IN O
Word=from Pos=IN O
Word=1.8470 Pos=CD I
Word=marks Pos=NNS I
Word=late Pos=JJ B
Word=Thursday Pos=NNP I
Word=in Pos=IN O
Word=New Pos=NNP I
Word=York Pos=NNP I
Word=. Pos=. O

Word=The Pos=DT I
Word=U.S. Pos=NNP I
Word=currency Pos=NN I
Word=was Pos=VBD O
Word=also Pos=RB O
Word=changing Pos=VBG O
Word=hands Pos=NNS I
Word=at Pos=IN O
Word=142.43 Pos=CD I
Word=yen Pos=NN I
Word=, Pos=, O
Word=up Pos=IN O
Word=from Pos=IN O
Word=141.70 Pos=CD I
Word=yen Pos=NN I
Word=in Pos=IN O
Word=New Pos=NNP I
Word=York Pos=NNP I
Word=late Pos=JJ B
Word=Thursday Pos=NNP I
Word=. Pos=. O

Word=In Pos=IN O
Word=Tokyo Pos=NNP I
Word=on Pos=IN O
Word=Monday Pos=NNP I
Word=, Pos=, O
Word=the Pos=DT I
Word=U.S. Pos=NNP I
Word=currency Pos=NN I
Word=opened Pos=VBD O
Word=for Pos=IN O
Word=trading Pos=NN I
Word=at Pos=IN O
Word=141.95 Pos=CD I
Word=yen Pos=NN I
Word=, Pos=, O
Word=up Pos=IN O
Word=from Pos=IN O
Word=Friday Pos=NNP I
Word='s Pos=POS B
Word=Tokyo Pos=NNP I
Word=close Pos=NN I
Word=of Pos=IN O
Word=141.35 Pos=CD I
Word=yen Pos=NN I
Word=. Pos=. O

Word=On Pos=IN O
Word=the Pos=DT I
Word=Commodity Pos=NNP I
Word=Exchange Pos=NNP I
Word=in Pos=IN O
Word=New Pos=NNP I
Word=York Pos=NNP I
Word=, Pos=, O
Word=gold Pos=NN I
Word=for Pos=IN O
Word=current Pos=JJ I
Word=delivery Pos=NN I
Word=settled Pos=VBD O
Word=at Pos=IN O
Word=$ Pos=$ I
Word=367.30 Pos=CD I
Word=an Pos=DT B
Word=ounce Pos=NN I
Word=, Pos=, O
Word=up Pos=IN O
Word=20 Pos=CD I
Word=cents Pos=NNS I
Word=. Pos=. O

Word=Estimated Pos=VBN I
Word=volume Pos=NN I
Word=was Pos=VBD O
Word=a Pos=DT I
Word=light Pos=NN I
Word=2.4 Pos=CD I
Word=million Pos=CD I
Word=ounces Pos=NNS I
Word=. Pos=. O

Word=In Pos=IN O
Word=early Pos=JJ I
Word=trading Pos=NN I
Word=in Pos=IN O
Word=Hong Pos=NNP I
Word=Kong Pos=NNP I
Word=Monday Pos=NNP B
Word=, Pos=, O
Word=gold Pos=NN I
Word=was Pos=VBD O
Word=quoted Pos=VBN O
Word=at Pos=IN O
Word=$ Pos=$ I
Word=366.50 Pos=CD I
Word=an Pos=DT B
Word=ounce Pos=NN I
Word=. Pos=. O

Word=East Pos=NNP I
Word=Rock Pos=NNP I
Word=Partners Pos=NNP I
Word=Limited Pos=NNP I
Word=Partnership Pos=NNP I
Word=said Pos=VBD O
Word=it Pos=PRP I
Word=proposed Pos=VBD O
Word=to Pos=TO O
Word=acquire Pos=VB O
Word=A.P. Pos=NNP I
Word=Green Pos=NNP I
Word=Industries Pos=NNP I
Word=Inc. Pos=NNP I
Word=for Pos=IN O
Word=$ Pos=$ I
Word=40 Pos=CD I
Word=a Pos=DT B
Word=share Pos=NN I
Word=. Pos=. O

Word=In Pos=IN O
Word=an Pos=DT I
Word=Oct. Pos=NNP I
Word=19 Pos=CD I
Word=letter Pos=NN I
Word=to Pos=TO O
Word=A.P. Pos=NNP I
Word=Green Pos=NNP I
Word='s Pos=POS B
Word=board Pos=NN I
Word=, Pos=, O
Word=East Pos=NNP I
Word=Rock Pos=NNP I
Word=said Pos=VBD O
Word=the Pos=DT I
Word=offer Pos=NN I
Word=is Pos=VBZ O
Word=subject Pos=NN O
Word=to Pos=TO O
Word=the Pos=DT I
Word=signing Pos=NN I
Word=of Pos=IN O
Word=a Pos=DT I
Word=merger Pos=NN I
Word=agreement Pos=NN I
Word=by Pos=IN O
Word=no Pos=DT O
Word=later Pos=RB O
Word=than Pos=IN O
Word=Oct. Pos=NNP I
